location,area_sqft,bhk,bath,price
Bhavnagar,2566,3,1,12097719
Surat,760,2,1,4792624
Jamnagar,358,1,2,1834124
Nadiad,3628,2,3,18055198
Vadodara,2762,2,3,16594172
Gandhinagar,2186,2,3,16775765
Godhra,3009,5,1,13767163
Dwarka,4245,5,2,22148895
Morbi,2338,2,4,9873985
Bhavnagar,1455,5,2,7384843
Bhuj,3808,5,4,20794680
Bhuj,3490,3,2,18852337
Bharuch,768,3,2,4147062
Ahmedabad,3991,3,3,27829945
Navsari,4249,2,3,21060038
Botad,1150,5,4,6788730
Bhuj,2049,1,2,8727009
Dahod,1168,2,2,4683348
Vapi,2091,5,3,14230422
Junagadh,1825,3,3,9355287
Vadodara,3985,4,1,28835156
Anand,3895,2,2,22373933
Gandhinagar,3153,4,3,26843873
Mahuva,1850,1,2,8317901
Dahod,2016,3,4,8520313
Junagadh,4165,3,2,21831210
Godhra,3081,5,4,13900796
Rajkot,3332,1,3,16087332
Veraval,2379,4,1,14195129
Surat,703,3,3,5547062
Mehsana,2160,4,1,13697700
Bhuj,2190,4,2,11723890
Valsad,2538,2,4,12926066
Nadiad,431,1,2,1737882
Mehsana,3231,4,1,20540148
Patan,3228,4,4,16689892
Navsari,4352,4,3,25889217
Gondal,608,1,2,2595097
Jetpur,2264,1,3,10942093
Surendranagar,4318,2,2,17461749
Nadiad,3830,3,2,20433423
Botad,1942,4,3,9799458
Nadiad,1545,3,2,7928706
Surendranagar,2842,3,3,13747107
Botad,3929,1,1,18167069
Botad,3923,1,3,15854464
Gandhinagar,3948,3,1,30268000
Gandhidham,1266,1,1,5616480
Vapi,1184,2,2,7535428
Bhuj,2453,4,1,13944352
Vadodara,3081,1,3,17946077
Jetpur,2415,2,4,12974009
Sidhpur,1546,3,4,8081777
Navsari,892,2,4,5146150
Rajkot,2238,3,2,12555718
Mahuva,1299,4,3,6080571
Dahod,2899,3,1,12643897
Morbi,2518,3,3,11297879
Dahod,4069,3,2,18197822
Palanpur,1522,2,2,6372315
Amreli,3498,3,1,16285580
Valsad,518,4,4,3486596
Gondal,3240,1,2,13707773
Sidhpur,2725,1,1,9937987
Navsari,4017,2,4,20833890
Nadiad,1816,4,4,11014080
Ahmedabad,3256,2,2,21900555
Gandhinagar,2621,5,4,26408356
Junagadh,2555,4,1,13598749
Ahmedabad,1009,2,2,6165292
Bhavnagar,1049,2,1,4986173
Gandhidham,2047,2,4,10486552
Navsari,1175,2,4,6472572
Bhuj,469,2,2,2173360
Jamnagar,1082,2,3,4874492
Bhavnagar,3279,2,2,17061804
Vadodara,2495,3,3,18045783
Jamnagar,2728,3,2,13366117
Sidhpur,2808,1,3,12520842
Veraval,2936,1,2,11649036
Bhuj,1096,5,2,5408812
Godhra,4341,1,4,19344436
Patan,1052,2,1,5049695
Gandhidham,1732,1,4,8753686
Bhuj,4440,5,1,26634374
Bharuch,2106,4,3,10203832
Gandhidham,2428,2,3,12913638
Bharuch,1905,1,2,8295250
Gandhidham,3473,3,4,21583830
Vapi,825,3,2,4480890
Palanpur,4278,3,4,18488691
Gandhidham,3548,4,1,22048327
Bhuj,1109,2,4,5156396
Bhavnagar,3056,4,3,19220026
Valsad,3834,4,1,21957456
Valsad,3605,4,1,19042798
Morbi,4141,4,1,19771346
Jetpur,3170,2,4,14741202
Ahmedabad,4236,1,4,31573013
Mahuva,2925,2,4,14487061
Dwarka,2773,1,2,12124596
Mahuva,3432,5,3,17849334
Dahod,640,1,2,2281096
Godhra,3435,5,1,15045738
Junagadh,3079,4,3,17460716
Morbi,887,2,1,4278649
Jamnagar,1055,3,1,5763247
Dahod,506,2,2,2194649
Surat,2848,1,2,15451734
Dahod,2909,4,4,12895510
Morbi,4490,1,1,20378229
Rajkot,2702,3,1,16103635
Porbandar,3262,3,3,15101954
Junagadh,4293,5,2,19605965
Surendranagar,2978,4,4,15305513
Morbi,2725,2,3,11701692
Gandhidham,4382,3,2,26690806
Patan,443,4,2,2214802
Mahuva,1731,5,1,9904021
Veraval,3340,4,4,17920876
Gondal,3834,2,4,17949703
Veraval,3967,5,3,26234913
Nadiad,1434,3,3,7855152
Nadiad,1339,5,1,7256267
Sidhpur,2695,1,1,8956834
Botad,4482,5,4,24502420
Patan,2334,5,1,10022216
Bharuch,1247,5,4,6842346
Valsad,3098,2,4,18096968
Dahod,778,3,4,2978798
Navsari,1018,4,3,5730916
Gandhinagar,4035,2,2,32553639
Veraval,1531,1,4,7518574
Surat,2865,2,2,18067007
Ahmedabad,3542,3,3,26167780
Anand,1918,2,4,9251938
Vadodara,3497,4,3,24566651
Rajkot,4309,3,4,29491970
Gandhinagar,987,1,3,6891978
Surat,2252,5,4,16998917
Anand,434,3,2,2432174
Vadodara,3700,2,4,25434454
Dahod,695,4,4,2883851
Porbandar,1693,2,2,6563052
Vadodara,4299,5,1,32080549
Gandhinagar,2035,3,2,14087306
Jetpur,4260,1,2,19760255
Bhavnagar,4274,5,1,21927723
Valsad,3957,4,2,22055863
Surendranagar,3576,5,1,20536261
Mehsana,1696,1,4,8028071
Dahod,4324,5,1,21633292
Junagadh,568,1,3,2651095
Amreli,380,2,4,1538340
Porbandar,4460,3,2,21652533
Bhuj,4024,1,2,15787176
Bhuj,2219,1,4,10121856
Mahuva,4110,4,1,20602537
Veraval,3721,1,2,17210721
Surat,1756,2,2,12568954
Jamnagar,432,4,1,2457961
Surendranagar,3847,3,3,16500235
Rajkot,3684,3,1,18432924
Nadiad,1538,4,2,7500687
Godhra,1615,3,3,6583459
Morbi,2579,2,3,13412911
Valsad,2742,1,2,14074048
Dwarka,3579,2,1,18835771
Junagadh,2767,3,3,15072243
Botad,609,5,3,3417419
Palanpur,3778,1,3,14850292
Gandhidham,1558,3,1,9293590
Godhra,2983,3,3,13874015
Anand,659,3,2,3075129
Jamnagar,1430,2,3,7025337
Rajkot,2105,2,1,11894798
Gondal,2046,1,1,7763888
Morbi,1133,2,3,5201709
Gandhidham,1385,2,4,8149121
Morbi,1960,1,2,8344395
Palanpur,2677,3,3,12284603
Junagadh,837,5,3,5175798
Porbandar,1585,5,2,8376378
Vadodara,3192,3,1,22271073
Gandhidham,4429,2,4,24073991
Gandhidham,2053,3,3,10642160
Veraval,4131,3,2,24340021
Amreli,4478,5,3,24362813
Dwarka,1075,1,1,4910594
Nadiad,1879,2,2,10041827
Patan,2235,3,2,11313547
Amreli,784,2,1,3422752
Anand,2927,5,2,15703321
Anand,3128,1,2,16922918
Vadodara,3806,5,2,25898388
Godhra,3781,1,1,14851784
Jetpur,683,4,2,3784185
Vapi,1558,4,2,9289930
Amreli,1034,2,4,4411662
Godhra,4480,5,3,24877080
Gandhidham,2020,3,2,9731058
Dahod,1672,4,1,6564429
Surat,1010,5,4,8109080
Dahod,3331,5,3,17265911
Sidhpur,2497,2,3,10648532
Nadiad,1416,1,1,7111559
Bharuch,4372,4,3,20915971
Vapi,4384,4,3,31388809
Porbandar,1355,3,4,5910370
Valsad,1079,1,4,5067858
Palanpur,834,2,4,3808087
Bhuj,3813,3,2,21934799
Amreli,4262,2,1,17585462
Botad,1803,2,2,8434096
Patan,1289,4,2,5392476
Bhuj,3259,4,3,17357170
Patan,1128,1,4,4666940
Jamnagar,1305,4,4,6897495
Jetpur,1985,1,2,7373506
Ahmedabad,2788,5,3,23528344
Ahmedabad,3725,3,3,30602389
Ahmedabad,478,2,1,2966314
Patan,2965,3,4,15180529
Patan,505,3,4,2231893
Dwarka,4213,3,4,23295675
Surendranagar,2324,3,3,11938865
Nadiad,3251,5,3,21389876
Morbi,4415,5,4,26813600
Vapi,4395,3,4,31237333
Jetpur,1057,1,3,4603159
Godhra,4320,5,4,20423110
Gandhidham,2462,3,1,11841759
Vapi,4345,2,4,28856130
Anand,2178,5,3,14713295
Gondal,795,4,1,3867508
Surat,888,5,4,6326132
Rajkot,1125,4,3,6380654
Morbi,2526,1,2,9299057
Dahod,3166,4,4,16300153
Surendranagar,3539,3,2,18836531
Bhuj,864,2,3,4068822
Patan,4454,2,2,19190823
Morbi,1104,3,3,5819028
Godhra,4497,5,3,25662787
Vadodara,2639,2,1,14020039
Godhra,605,1,2,2078812
Gandhinagar,832,3,3,6521209
Valsad,4276,5,4,31213923
Jamnagar,4155,1,3,21055854
Valsad,3852,2,3,21173530
Surat,1771,5,3,12260873
Botad,1921,5,3,11290041
Sidhpur,2937,1,1,11706462
Vadodara,1751,5,4,12986791
Ahmedabad,2582,4,4,23317733
Morbi,3450,2,4,16801752
Surat,1971,2,3,11737848
Bharuch,1492,4,3,8739695
Sidhpur,2798,4,2,14749853
Bhavnagar,791,4,2,3665657
Junagadh,3862,4,3,22131953
Gondal,4494,2,4,21428076
Patan,2919,5,4,16853917
Nadiad,3773,3,3,17740074
Porbandar,2769,1,1,11915721
Vapi,3365,1,4,22423204
Valsad,1547,1,4,7845369
Palanpur,1707,4,4,8377521
Anand,837,1,2,3495456
Ahmedabad,3540,1,4,27700874
Junagadh,4484,3,3,23809502
Bhuj,2666,2,1,13521084
Vapi,3894,1,3,21725449
Dwarka,426,1,1,1725171
Surendranagar,2351,2,1,10785572
Bhavnagar,3831,2,3,17884566
Gondal,1502,2,3,7935400
Surendranagar,3813,3,3,16936567
Surat,3845,3,4,26066917
Nadiad,1592,1,2,7713087
Patan,4337,2,2,21237743
Botad,3163,4,1,16650881
Valsad,2535,3,3,16440039
Gandhinagar,2901,4,2,23048627
Navsari,662,3,1,3741926
Sidhpur,3286,5,1,16272665
Veraval,2920,3,2,16012946
Godhra,3799,1,1,14537156
Gandhinagar,2201,2,2,16785304
Godhra,2938,2,1,11684908
Vadodara,1250,5,3,8365891
Jamnagar,693,3,1,3660572
Ahmedabad,3210,3,4,25359097
Morbi,1632,4,1,7831598
Jetpur,3258,5,1,16186410
Vapi,4110,1,3,24843187
Palanpur,1968,3,3,8440130
Palanpur,537,1,4,2623599
Dahod,3667,4,4,16188052
Rajkot,3835,1,1,17731745
Valsad,2864,1,2,14393938
Dwarka,691,3,1,3542325
Surendranagar,1727,4,3,8382315
Junagadh,1858,2,1,7142941
Mehsana,504,1,1,2631126
Surendranagar,3356,3,2,16327923
Botad,2668,1,2,11488955
Ahmedabad,2247,3,2,15540665
Dahod,2231,3,4,8407050
Dwarka,2916,2,3,15002613
Jamnagar,1191,1,2,5027927
Vadodara,3734,1,1,23199014
Gandhinagar,2044,1,1,12238535
Rajkot,391,3,4,2491706
Dahod,2637,4,2,10220047
Bhuj,1379,3,3,6478899
Surendranagar,3671,4,4,19275730
Gondal,947,4,4,4898574
Ahmedabad,1561,2,1,9928500
Anand,2427,5,2,15708210
Palanpur,1742,2,1,6746139
Jetpur,1341,3,2,6366538
Bhuj,425,5,3,2268285
Dahod,1953,2,4,7862525
Bhavnagar,4233,2,3,21712894
Nadiad,4339,2,3,24941907
Gandhidham,405,2,2,2271184
Patan,4484,2,4,19506842
Patan,4465,2,1,19791159
Ahmedabad,1459,4,1,9363478
Morbi,4485,5,2,21846891
Bharuch,1355,4,1,7441111
Vapi,3054,3,1,19705173
Gandhinagar,1704,2,2,12863817
Ahmedabad,1395,2,1,8126138
Botad,3015,3,3,13130542
Gandhinagar,3201,3,4,22471724
Bhavnagar,1734,3,3,8946970
Surendranagar,2925,1,2,12437417
Gondal,1899,4,2,9090157
Jetpur,1457,3,1,6090818
Godhra,3176,5,4,17444246
Surendranagar,2327,5,2,12120009
Surendranagar,1329,2,2,6462957
Surat,2446,1,2,13211172
Veraval,3419,5,4,19308710
Bharuch,1488,2,1,5970697
Sidhpur,812,3,4,3937974
Junagadh,1317,2,3,6366512
Patan,859,1,1,3295168
Bhuj,940,1,1,3792454
Dwarka,696,2,4,3940590
Dahod,1067,2,4,4192053
Jamnagar,1928,5,3,10493766
Dahod,1591,3,4,6121966
Junagadh,3745,2,3,16266870
Junagadh,1462,3,2,7508515
Bhuj,3575,2,1,15913915
Godhra,1511,5,2,7762001
Bhuj,2569,1,4,10568530
Bhavnagar,3480,1,2,17187026
Bhuj,2623,5,4,15319062
Bharuch,3818,4,2,19842042
Gandhinagar,3056,4,1,22574280
Gandhinagar,3755,1,1,22883896
Dwarka,839,5,1,4806020
Vadodara,4392,3,2,30100547
Bhavnagar,4364,1,1,21150662
Vapi,1640,2,2,9589154
Veraval,4082,2,3,21054706
Vadodara,2703,1,1,15644775
Amreli,2371,4,2,12456547
Bhavnagar,4193,5,1,21947141
Nadiad,2328,2,2,11287912
Nadiad,4128,1,2,17892181
Porbandar,3318,1,2,15766304
Veraval,3431,5,2,17099244
Godhra,2105,3,3,9638327
Mehsana,1915,1,2,8776997
Gondal,3924,1,1,18415548
Bhavnagar,3756,5,3,24885949
Jamnagar,3241,3,3,18598907
Vadodara,2258,2,1,14139264
Amreli,2388,3,4,12818782
Bhavnagar,2974,1,2,11932554
Navsari,3031,5,3,17937326
Palanpur,763,4,1,3614817
Jetpur,1869,3,2,10112113
Godhra,1071,5,3,4772477
Nadiad,2751,3,2,16432397
Valsad,3310,1,3,16663234
Nadiad,3065,1,4,16130045
Nadiad,2926,4,2,18139584
Gandhinagar,1197,5,1,10300639
Palanpur,3934,3,3,16219693
Mahuva,3290,5,4,19052646
Nadiad,4421,5,3,27279362
Nadiad,4005,1,1,18247767
Navsari,768,3,4,3626559
Morbi,2763,4,3,16045605
Surat,2872,4,2,18679528
Gandhinagar,2476,2,3,15951634
Godhra,4001,3,1,15591783
Bhavnagar,3436,5,1,21246980
Anand,1514,2,2,8132642
Surat,4274,5,2,28450391
Surat,3003,3,1,20202796
Rajkot,2841,1,4,15945591
Patan,1651,5,2,8307113
Gandhinagar,3715,3,2,27544356
Amreli,1151,4,3,5820496
Nadiad,1281,4,1,7491873
Godhra,2017,4,1,8184680
Gandhinagar,912,5,2,6795694
Mahuva,812,3,2,3731781
Anand,2530,5,4,15898789
Dwarka,2801,2,3,14761605
Valsad,4419,5,2,30723478
Bhavnagar,4287,5,1,24058526
Porbandar,3488,5,4,18920758
Dwarka,3184,2,3,17076331
Mehsana,1760,4,1,9349084
Surat,1607,4,1,10165449
Vapi,3372,1,2,16402241
Bhavnagar,3514,1,1,16846866
Palanpur,963,3,4,4434109
Surat,1898,4,2,13584602
Mahuva,3731,5,1,21193672
Dahod,4465,3,4,19737959
Veraval,4207,2,1,19205824
Amreli,943,5,4,4284919
Surat,2839,4,2,22957712
Dahod,1769,2,2,7348682
Ahmedabad,4120,4,2,32561347
Gandhinagar,3961,3,1,29906536
Gondal,2633,3,2,12289423
Surendranagar,1353,2,1,5413777
Vadodara,1838,2,1,9868634
Gandhinagar,1471,1,1,9980963
Godhra,1286,2,1,5402429
Vapi,2514,5,3,16052532
Palanpur,508,2,4,2233727
Vadodara,615,5,3,5199315
Sidhpur,1169,5,4,6269761
Amreli,3119,3,1,13840990
Gondal,3180,1,4,12948883
Surendranagar,4440,1,1,18296666
Jamnagar,2444,3,4,14605668
Gondal,2416,1,1,11553489
Nadiad,1198,4,4,6359458
Dwarka,1746,1,3,7972202
Jetpur,890,1,1,3232368
Porbandar,4471,5,4,28398437
Vapi,3528,2,1,18844922
Ahmedabad,3935,5,2,33273194
Vapi,4403,4,1,24598452
Navsari,3970,1,3,19579057
Gandhidham,3178,2,4,16575674
Gandhinagar,2966,2,3,20951870
Morbi,3526,5,1,16153493
Gandhidham,2424,3,1,12849995
Junagadh,717,4,2,3822519
Gandhidham,3460,1,1,13894743
Nadiad,482,3,3,2833207
Gondal,1322,2,2,6952222
Mahuva,3587,3,1,18675087
Jetpur,357,2,4,1707934
Bharuch,2936,3,3,14483532
Valsad,4306,4,1,28503837
Junagadh,2606,4,1,11070724
Sidhpur,1981,1,2,7332707
Bharuch,3581,2,4,17409115
Sidhpur,2361,1,4,10074295
Dahod,2133,3,1,7634706
Amreli,2420,4,2,10098480
Jetpur,3459,5,3,20637413
Dahod,3174,1,3,12103559
Bhuj,3279,1,4,17396081
Amreli,644,3,2,2717541
Anand,2778,3,4,15579300
Ahmedabad,2439,2,2,15523318
Mahuva,3606,2,3,17700065
Mahuva,505,5,1,2575401
Godhra,907,5,3,4757176
Patan,3922,2,3,18672059
Vadodara,1016,1,4,6617227
Porbandar,906,5,2,4115806
Jetpur,1012,4,2,4581007
Anand,1308,3,1,5940065
Botad,2608,4,4,13892698
Sidhpur,1007,4,4,5775447
Dwarka,2202,5,4,14532250
Mahuva,2140,1,1,8793831
Porbandar,2839,5,4,17598781
Gandhinagar,3816,2,4,31682123
Dwarka,1331,4,4,7420267
Porbandar,1315,2,1,5109144
Botad,3704,4,4,18986340
Palanpur,2645,5,3,12551824
Surendranagar,3909,2,3,20121379
Morbi,1729,5,1,10282698
Gandhidham,622,2,4,3388772
Veraval,1923,3,4,10888973
Dwarka,2906,5,1,14382893
Bhuj,3189,4,3,16151566
Jamnagar,2335,4,2,11924606
Veraval,4000,5,3,23679364
Amreli,2791,5,2,15209407
Amreli,2077,5,4,11225400
Surendranagar,1980,3,1,10517118
Navsari,3574,1,1,16766573
Gondal,2945,3,1,12921424
Nadiad,3909,4,3,20278168
Bharuch,3079,3,2,15651965
Surat,568,4,3,4459661
Mahuva,1257,5,1,6322552
Bhuj,3013,4,4,18976960
Gandhinagar,3937,5,4,39263318
Dahod,625,3,4,2588131
Jetpur,1050,5,4,6342908
Gondal,2216,2,2,9125130
Mehsana,941,2,3,4907406
Morbi,2336,4,1,12058511
Porbandar,1856,2,4,9985419
Junagadh,643,3,2,2957144
Veraval,4152,3,4,22780311
Anand,717,4,1,4243008
Sidhpur,2891,2,2,12474287
Porbandar,1793,4,3,9627642
Dwarka,2796,4,4,15871007
Anand,413,3,4,2273049
Surat,4203,2,4,27992196
Veraval,2238,1,2,9029202
Patan,2165,3,4,9176669
Mehsana,1802,5,4,10926861
Dahod,1636,4,1,6864354
Jetpur,1779,3,1,8965265
Gondal,2994,1,2,11622515
Porbandar,1455,2,1,5636131
Surat,3140,1,2,21057427
Rajkot,3434,5,4,22807343
Junagadh,3760,4,4,18598541
Veraval,1867,5,3,10052667
Veraval,2026,3,1,8840444
Morbi,1970,1,3,9581632
Surendranagar,3842,5,1,18286057
Valsad,4164,5,3,29478439
Godhra,3828,4,2,15958196
Palanpur,2511,5,1,13736798
Surat,2014,1,2,12780239
Rajkot,659,5,2,3912781
Palanpur,3387,1,3,14738699
Gandhidham,3323,1,4,18266327
Jamnagar,2718,3,3,13633167
Junagadh,2043,1,2,7898796
Gandhidham,1643,2,1,8113634
Gandhidham,3319,3,1,17232535
Bhavnagar,3918,3,3,20413248
Gondal,1840,1,1,8392534
Ahmedabad,1957,3,4,14580730
Amreli,4402,5,4,26704161
Junagadh,350,2,3,1434524
Bhavnagar,1962,5,2,11114199
Vadodara,4095,1,2,24764329
Botad,1406,3,1,5742913
Porbandar,1048,4,3,6147548
Gandhinagar,3668,4,3,30214070
Jamnagar,3447,3,3,16985558
Gandhidham,1224,2,1,6338207
Jamnagar,486,2,3,2620619
Patan,843,2,3,3673552
Dwarka,3594,3,1,20396293
Nadiad,4097,4,1,23525101
Dwarka,3918,3,3,18597981
Bhuj,4006,2,1,19233681
Jetpur,3934,4,1,18085833
Vadodara,4224,3,1,29637111
Gondal,760,4,4,3704852
Bhuj,2348,2,1,9699942
Palanpur,4309,3,3,22469620
Navsari,1779,3,1,9797126
Gandhidham,4103,2,4,23057083
Gandhidham,884,3,3,4465515
Sidhpur,1027,5,2,5160026
Dwarka,444,1,3,1837334
Surat,2407,3,3,18949690
Dwarka,2656,3,2,14172817
Amreli,3095,5,4,15332389
Valsad,3820,4,2,26917109
Patan,3588,5,4,17148698
Palanpur,1919,5,1,8909081
Surat,1334,5,3,9638166
Vapi,3404,3,3,22872893
Gondal,2474,3,2,13141467
Gondal,3203,4,3,17491610
Bhuj,2330,1,1,10964626
Ahmedabad,785,2,4,6006369
Jetpur,2514,5,4,12745547
Jamnagar,4298,3,4,25839971
Morbi,4235,1,4,17488298
Bhuj,2731,4,3,16961047
Nadiad,2753,2,2,14886329
Veraval,2799,5,2,18382165
Patan,2174,2,4,11044358
Ahmedabad,996,5,3,8091855
Vapi,4350,1,2,26425004
Junagadh,2468,1,2,9827842
Godhra,3901,5,2,16394455
Mehsana,858,2,3,4297809
Ahmedabad,647,5,1,5642192
Bhavnagar,2773,3,4,15483922
Godhra,890,4,1,4518561
Junagadh,4169,2,1,16150551
Gandhidham,3696,2,2,16180888
Rajkot,1822,4,1,10991240
Dahod,3580,3,3,15722691
Botad,3810,1,1,15108702
Jamnagar,3550,1,4,18314798
Jetpur,2692,1,4,10850169
Patan,1236,2,4,6107988
Dahod,652,3,1,2470357
Mehsana,1132,1,4,6535184
Surat,3895,4,2,24987338
Botad,4447,2,4,18677527
Rajkot,3934,3,4,27294207
Surendranagar,1240,1,2,5099014
Gandhinagar,1042,2,1,7003267
Gandhidham,3270,4,3,17370105
Palanpur,2455,1,3,9971343
Sidhpur,2839,5,2,15967998
Gondal,921,1,4,4787596
Patan,3336,2,3,14013475
Bhavnagar,2096,1,1,9256906
Junagadh,1190,4,2,6310357
Nadiad,1087,4,2,5946874
Botad,388,1,2,1638054
Anand,1152,5,2,7156661
Veraval,3995,4,1,19379895
Jetpur,2658,5,1,13527878
Dwarka,834,2,3,3675836
Ahmedabad,2776,4,1,19532549
Vadodara,3437,2,4,20710343
Botad,3922,3,3,20648545
Vapi,2938,3,1,19562479
Valsad,1716,3,1,9707164
Mehsana,3017,5,3,22252452
Valsad,3990,3,3,26238790
Rajkot,2569,2,2,13982073
Bhuj,2042,2,2,9350196
Bharuch,3056,3,1,16723784
Godhra,3002,2,3,13592833
Porbandar,3956,4,1,21385029
Botad,3492,3,4,16979936
Vadodara,2014,4,4,13313309
Amreli,2695,2,4,11346057
Dwarka,1596,3,3,8280447
Dahod,2679,5,2,11599391
Botad,3396,2,3,16956732
Rajkot,4177,2,2,25002130
Godhra,2127,2,1,7968413
Gondal,1710,2,1,7208402
Bhavnagar,1923,4,2,11553892
Godhra,2328,2,2,9408514
Veraval,2704,2,4,12668635
Godhra,3258,1,2,12225313
Gandhidham,2801,1,3,13801305
Bhavnagar,3606,4,2,18527341
Valsad,693,1,3,3389576
Mahuva,1621,5,1,7367414
Ahmedabad,1887,3,4,15754332
Vadodara,559,2,1,3254171
Anand,1404,3,2,6675224
Jamnagar,1268,2,1,5675189
Palanpur,1826,3,4,8615224
Veraval,3558,2,1,19106288
Junagadh,3894,2,3,19471195
Palanpur,2346,5,2,13360927
Rajkot,2420,4,1,15217834
Surendranagar,364,3,3,1722074
Junagadh,706,4,3,3695151
Bharuch,3145,4,1,15677024
Dahod,4182,5,1,16194345
Dahod,2749,3,1,10617587
Vapi,469,1,2,2274471
Godhra,4261,4,4,20090875
Ahmedabad,4356,3,1,30431406
Bharuch,1241,2,4,6473243
Bharuch,3092,3,1,14606833
Nadiad,639,5,4,3602700
Bhuj,630,4,2,3064374
Dwarka,1875,3,4,9394151
Bhuj,3863,3,4,19459648
Dwarka,857,4,2,5402713
Vapi,2924,4,3,17941129
Bhavnagar,1220,5,2,6661810
Rajkot,2427,2,3,13711812
Gondal,4202,3,3,22430029
Patan,1035,3,2,4123693
Botad,467,4,2,2591141
Gandhidham,3280,2,4,17430429
Bhuj,3516,2,2,15743377
Mehsana,2265,4,3,13841918
Junagadh,1926,1,4,7436454
Gondal,3192,5,3,19855288
Jamnagar,2448,5,4,16428419
Jamnagar,2838,5,2,14638482
Gondal,2611,3,3,14931302
Gandhidham,1622,1,1,7791919
Jetpur,3609,1,3,15570648
Jetpur,1174,3,1,5516165
Mahuva,3570,1,2,14622791
Jamnagar,796,5,4,5345807
Ahmedabad,423,2,3,3022029
Palanpur,2453,3,4,13036105
Dahod,1548,5,4,7053968
Bharuch,394,4,3,2203591
Vapi,1376,3,1,7824824
Dwarka,633,1,3,2664388
Botad,1252,2,2,6200620
Vadodara,401,1,4,2299370
Vadodara,3660,3,3,22938100
Navsari,3660,3,3,21495320
Dwarka,2841,4,1,16390505
Surat,4467,1,2,24305092
Porbandar,595,2,1,2659263
Rajkot,690,3,3,4626586
Mehsana,4031,2,4,25736680
Botad,2857,1,3,11518118
Surat,2360,4,4,15390139
Surat,3445,3,2,24260346
Surendranagar,3931,3,4,21742320
Bhuj,2299,4,3,11168483
Bhuj,750,4,4,3751572
Veraval,1392,4,2,8431088
Gandhinagar,4018,4,2,34835630
Surat,4321,1,2,23017082
Ahmedabad,3542,1,2,23722361
Valsad,3664,4,1,24722414
Veraval,2910,3,3,16626645
Veraval,1637,4,3,9749702
Bhuj,3656,4,3,18737561
Ahmedabad,3230,2,4,23964404
Bhuj,473,2,4,2246281
Porbandar,2611,3,2,13879201
Anand,3114,3,2,15785816
Dahod,948,2,2,3099655
Veraval,4283,3,2,21111958
Gandhidham,1657,4,1,8049784
Mehsana,3821,2,1,21376038
Dwarka,3396,4,4,19760589
Mehsana,1615,2,4,7973710
Gondal,2600,4,3,14817535
Nadiad,3099,3,3,18361430
Jetpur,3410,4,1,17186786
Patan,3423,5,1,15501295
Mehsana,2291,4,4,14114369
Surendranagar,2496,1,2,10988957
Botad,4379,4,2,20055795
Valsad,1969,1,2,9037685
Anand,910,4,2,4916432
Ahmedabad,2670,5,1,18988502
Mahuva,4330,5,4,24349968
Dwarka,1288,4,1,6143266
Palanpur,4056,5,4,20040337
Godhra,438,2,2,1960360
Veraval,1018,4,4,5123254
Vadodara,664,2,3,4306616
Rajkot,1783,3,3,9323142
Bharuch,2272,3,3,13016867
Dwarka,1351,3,4,7659192
Sidhpur,1868,5,3,8871759
Dwarka,2606,1,3,10836076
Dwarka,4459,5,3,28045109
Vadodara,4094,5,4,31247978
Navsari,3647,3,3,18691858
Surendranagar,4204,1,1,17213705
Mehsana,3617,3,3,18665366
Bhavnagar,707,5,4,4568409
Surendranagar,2711,2,2,12016125
Sidhpur,4298,5,3,21210912
Godhra,1962,1,1,7423650
Sidhpur,1267,2,4,6029714
Bhuj,2203,2,4,12716596
Dwarka,4114,2,1,21229733
Gandhinagar,4434,4,4,34942320
Morbi,1841,4,3,9613075
Amreli,2727,5,2,14308794
Botad,2412,2,4,11543605
Botad,3501,3,3,16850099
Mehsana,1022,5,2,5821565
Surendranagar,4224,5,3,23373291
Gandhinagar,584,5,3,5121055
Vapi,2587,2,3,15910665
Navsari,4463,5,3,26635066
Bhuj,1738,1,3,9177378
Bhavnagar,2838,5,3,18544082
Palanpur,3929,1,1,17270893
Porbandar,1858,1,4,7287673
Amreli,2183,2,4,8576725
Veraval,719,4,3,4264990
Mahuva,359,2,4,1918790
Dahod,1642,2,2,6552454
Navsari,3150,4,4,18310567
Sidhpur,3092,2,4,14010890
Valsad,1783,2,1,9042236
Patan,4467,4,1,21645268
Godhra,3543,3,3,15086469
Valsad,3682,4,3,20759660
Surat,1178,3,3,7008542
Bharuch,1169,4,3,6956958
Dwarka,1822,3,2,10895856
Bharuch,4462,2,3,23398232
Anand,1418,2,1,6310149
Vadodara,2193,4,4,18085388
Mehsana,1189,1,3,6899566
Veraval,4109,4,2,22171252
Bhavnagar,2971,2,2,13752594
Surat,2821,3,2,21445723
Vadodara,3139,1,4,20076283
Dahod,998,5,4,4366975
Vadodara,2004,5,1,13241521
Dwarka,1267,2,3,6040741
Gondal,2949,1,4,11773632
Nadiad,2073,2,2,11290564
Sidhpur,2668,1,1,10471466
Rajkot,954,1,1,5097462
Surat,1592,5,4,12651625
Gondal,1941,1,2,8803684
Porbandar,3182,3,3,14255010
Ahmedabad,2714,3,1,16709521
Jetpur,2361,2,2,11890456
Ahmedabad,1673,2,1,12465240
Anand,1725,3,1,7803739
Sidhpur,3685,2,1,16255356
Porbandar,783,3,3,4099051
Gondal,2632,2,4,12607325
Valsad,2845,3,2,15904751
Junagadh,840,5,2,4950073
Rajkot,3281,2,2,20092625
